pdb,resolution,year,target,value,unit,precision,chains,number_of_chains,coefficient,logM
3zv0,2.8,2011,Ki,110.0,uM,=,,,1e-05,-2.958607314841775
4a94,1.7,2011,Ki,4.9,pM,=,,,1e-11,-10.309803919971486
3p92,1.6,2011,Ki,5.9,nM,=,,,1e-08,-7.229147988357855
3nps,1.5,2011,Ki,70.4,pM,=,,,1e-11,-9.152427340857887
3o43,2.8,2011,Ki,9.0,nM,=,,,1e-08,-7.045757490560675
4eah,3.4,2012,IC50,1.7,nM,=,,,1e-08,-7.769551078621726
3ujg,2.6,2012,IC50,1.7,uM,=,,,1e-05,-4.769551078621726
4ers,2.64,2012,IC50,1.9,nM,=,,,1e-08,-7.721246399047171
3v6o,1.95,2012,IC50,1.0,nM,=,,,1e-08,-8.0
3v1c,1.13,2012,Kd,30.0,nM,<,,,1e-08,-6.522878745280337
3ukx,2.2,2012,Kd,0.03,nM,=,,,1e-08,-9.522878745280337
3ro2,2.3,2012,Kd,0.046,uM,=,,,1e-05,-6.337242168318426
2lnh,0.0,2012,Kd,0.04,uM,=,,,1e-05,-6.3979400086720375
4di3,3.05,2012,Kd,0.06,uM,=,,,1e-05,-6.221848749616356
3uzq,1.6,2012,Kd,0.082,nM,=,,,1e-08,-9.086186147616283
2lxm,0.0,2012,Kd,0.08,nM,=,,,1e-08,-9.096910013008056
4drb,2.63,2012,Kd,0.11,uM,=,,,1e-05,-5.958607314841775
4dke,3.0,2012,Kd,0.12,nM,=,,,1e-08,-8.920818753952375
4dck,2.2,2012,Kd,0.12,uM,=,,,1e-05,-5.920818753952375
4etq,2.1,2012,Kd,0.18,nM,=,,,1e-08,-8.744727494896694
3v6b,3.21,2012,Kd,0.28,uM,=,,,1e-05,-5.552841968657781
4g6m,1.81,2012,Kd,0.29,nM,=,,,1e-08,-8.537602002101044
3tsr,2.2,2012,Kd,0.2,fM,=,,,1e-14,-14.698970004336019
4eee,2.71,2012,Kd,0.2,nM,=,,,1e-08,-8.698970004336019
4b1v,1.75,2012,Kd,0.32,uM,=,,,1e-05,-5.494850021680094
3thm,2.1,2012,Kd,0.35,nM,=,,,1e-08,-8.455931955649724
4hkx,2.5,2012,Kd,0.36,uM,=,,,1e-05,-5.443697499232712
4etp,2.3,2012,Kd,0.37,uM,=,,,1e-05,-5.431798275933005
4am0,3.02,2012,Kd,0.42,nM,=,,,1e-08,-8.3767507096021
4g59,2.44,2012,Kd,0.42,uM,=,,,1e-05,-5.376750709602099
3uzv,2.1,2012,Kd,0.43,nM,=,,,1e-08,-8.366531544420413
3tkl,2.18,2012,Kd,0.43,uM,=,,,1e-05,-5.366531544420414
4al8,1.66,2012,Kd,0.45,nM,=,,,1e-08,-8.346787486224656
4dgi,2.4,2012,Kd,0.45,uM,=,,,1e-05,-5.346787486224656
4ala,1.84,2012,Kd,0.47,nM,=,,,1e-08,-8.327902142064282
4auo,3.0,2012,Kd,0.4,uM,=,,,1e-05,-5.3979400086720375
4dbg,2.71,2012,Kd,0.52,uM,=,,,1e-05,-5.2839966563652006
3uz0,2.82,2012,Kd,0.56,uM,=,,,1e-05,-5.251811972993799
4dt1,1.9,2012,Kd,0.56,uM,=,,,1e-05,-5.251811972993799
3tei,2.4,2012,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
3u9d,2.5,2012,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
4ft4,2.7,2012,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
4apf,3.1,2012,Kd,0.65,uM,=,,,1e-05,-5.187086643357144
4eef,2.7,2012,Kd,0.6,nM,=,,,1e-08,-8.221848749616356
3twi,2.55,2012,Kd,0.6,uM,=,,,1e-05,-5.221848749616356
4f3f,2.65,2012,Kd,0.72,nM,=,,,1e-08,-8.142667503568731
3ux9,2.8,2012,Kd,0.747,nM,=,,,1e-08,-8.126679398184601
3vwj,3.09,2012,Kd,0.74,uM,=,,,1e-05,-5.130768280269024
2luh,0.0,2012,Kd,0.7,uM,=,,,1e-05,-5.154901959985743
3vwk,2.94,2012,Kd,0.83,uM,=,,,1e-05,-5.080921907623926
4aei,2.3,2012,Kd,0.8,nM,=,,,1e-08,-8.096910013008056
4afz,2.25,2012,Kd,0.9,nM,=,,,1e-08,-8.045757490560675
4fqi,1.71,2012,Kd,0.9,nM,=,,,1e-08,-8.045757490560675
4fqj,2.5,2012,Kd,0.9,nM,=,,,1e-08,-8.045757490560675
4dra,2.41,2012,Kd,1.17,uM,=,,,1e-05,-4.931814138253839
4fqv,5.75,2012,Kd,1.1,nM,=,,,1e-08,-7.958607314841775
4ehq,1.9,2012,Kd,1.3,uM,=,,,1e-05,-4.886056647693163
3u9z,2.09,2012,Kd,1.54,uM,=,,,1e-05,-4.8124792791635365
3tq7,2.3,2012,Kd,1.5,uM,=,,,1e-05,-4.823908740944319
4dm6,1.9,2012,Kd,1.5,uM,=,,,1e-05,-4.823908740944319
4dm8,2.3,2012,Kd,1.5,uM,=,,,1e-05,-4.823908740944319
4dxa,1.95,2012,Kd,1.8,uM,=,,,1e-05,-4.7447274948966935
3ve0,3.35,2012,Kd,1.94,uM,=,,,1e-05,-4.7121982700697735
3qt2,2.55,2012,Kd,1.9,nM,=,,,1e-08,-7.721246399047171
3vys,2.35,2012,Kd,1.9,uM,=,,,1e-05,-4.721246399047171
2lpb,0.0,2012,Kd,10.1,uM,=,,,1e-05,-3.9956786262173574
4fqr,4.1,2012,Kd,100.0,nM,=,,,1e-08,-6.0
4hcn,2.6,2012,Kd,106.7,uM,=,,,1e-05,-2.9718355805755303
3ul4,1.95,2012,Kd,11.4,nM,=,,,1e-08,-6.943095148663527
4gg6,3.2,2012,Kd,11.4,uM,=,,,1e-05,-3.9430951486635273
3zuv,2.72,2012,Kd,117.0,nM,=,,,1e-08,-5.931814138253839
3vfr,1.85,2012,Kd,119.0,uM,=,,,1e-05,-2.9244530386074694
2lvo,0.0,2012,Kd,12.8,uM,=,,,1e-05,-3.8927900303521317
2lkm,0.0,2012,Kd,12.0,nM,=,,,1e-08,-6.920818753952375
4fzv,2.0,2012,Kd,13.3,nM,=,,,1e-08,-6.876148359032914
2lvp,0.0,2012,Kd,13.4,uM,=,,,1e-05,-3.8728952016351923
4auq,2.18,2012,Kd,136.0,uM,=,,,1e-05,-2.8664610916297826
3vyr,2.55,2012,Kd,140.0,nM,=,,,1e-08,-5.853871964321762
2l29,0.0,2012,Kd,15.3,nM,=,,,1e-08,-6.815308569182402
3rtq,2.8,2012,Kd,150.0,nM,=,,,1e-08,-5.823908740944319
3zwh,1.94,2012,Kd,1540.0,nM,=,,,1e-08,-4.8124792791635365
4drx,2.22,2012,Kd,155.0,nM,=,,,1e-08,-5.809668301829708
4f9p,3.52,2012,Kd,15.0,nM,=,,,1e-08,-6.823908740944319
3vhx,2.81,2012,Kd,15.0,uM,=,,,1e-05,-3.8239087409443187
3sri,1.6,2012,Kd,165.0,nM,=,,,1e-08,-5.782516055786093
3p9w,2.41,2012,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
3u82,3.16,2012,Kd,17.1,nM,=,,,1e-08,-6.767003889607846
4ei5,3.1,2012,Kd,17.6,uM,=,,,1e-05,-3.75448733218585
3v4y,2.1,2012,Kd,17.8,nM,=,,,1e-08,-6.749579997691106
4g6u,2.35,2012,Kd,17.8,nM,=,,,1e-08,-6.749579997691106
3rvv,1.9,2012,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
3tje,1.93,2012,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
4g6f,2.1,2012,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
4g8a,2.4,2012,Kd,186.0,pM,=,,,1e-11,-8.730487055782083
3vfn,1.5,2012,Kd,188.0,uM,=,,,1e-05,-2.72584215073632
4ffy,2.5,2012,Kd,18.0,nM,=,,,1e-08,-6.7447274948966935
2lox,0.0,2012,Kd,190.0,nM,=,,,1e-08,-5.721246399047171
4h6j,1.52,2012,Kd,190.0,nM,=,,,1e-08,-5.721246399047171
3t0y,2.1,2012,Kd,193.0,nM,=,,,1e-08,-5.714442690992226
3rvw,1.95,2012,Kd,19.0,nM,=,,,1e-08,-6.721246399047171
3u43,1.72,2012,Kd,1.0,fM,=,,,1e-14,-14.0
4f6r,2.64,2012,Kd,1.0,nM,=,,,1e-08,-8.0
3tjz,2.9,2012,Kd,1.0,uM,=,,,1e-05,-5.0
4eoz,2.4,2012,Kd,1.0,uM,=,,,1e-05,-5.0
4giq,2.7,2012,Kd,2.09,uM,=,,,1e-05,-4.679853713888946
4fqy,5.25,2012,Kd,2.2,nM,=,,,1e-08,-7.657577319177793
3ul0,2.0,2012,Kd,2.3,nM,=,,,1e-08,-7.638272163982407
4b93,2.0,2012,Kd,2.3,uM,=,,,1e-05,-4.638272163982407
4eo5,2.35,2012,Kd,2.42,nM,=,,,1e-08,-7.616184634019569
4eqa,1.6,2012,Kd,2.42,nM,=,,,1e-08,-7.616184634019569
4b0m,1.8,2012,Kd,2.42,uM,=,,,1e-05,-4.616184634019569
3ukz,2.3,2012,Kd,2.4,nM,=,,,1e-08,-7.619788758288394
4afq,1.51,2012,Kd,2.4,nM,=,,,1e-08,-7.619788758288394
4aqe,2.27,2012,Kd,2.4,uM,=,,,1e-05,-4.619788758288394
3uez,3.41,2012,Kd,2.5,pM,=,,,1e-11,-10.602059991327963
4en3,2.57,2012,Kd,2.5,uM,=,,,1e-05,-4.6020599913279625
3vpj,2.5,2012,Kd,2.77,nM,=,,,1e-08,-7.557520230935552
4g4s,2.49,2012,Kd,2.78,uM,=,,,1e-05,-4.555955204081924
3ul1,1.9,2012,Kd,2.7,nM,=,,,1e-08,-7.568636235841012
3ula,3.6,2012,Kd,2.84,nM,=,,,1e-08,-7.546681659952962
4f38,2.8,2012,Kd,2.9,nM,=,,,1e-08,-7.537602002101044
2lqc,0.0,2012,Kd,2.9,uM,=,,,1e-05,-4.5376020021010435
4apx,1.65,2012,Kd,2.9,uM,=,,,1e-05,-4.5376020021010435
3zwz,2.1,2012,Kd,20.3,nM,=,,,1e-08,-6.692503962086787
4fxg,3.75,2012,Kd,20.7,nM,=,,,1e-08,-6.684029654543083
3vfv,1.55,2012,Kd,20.9,uM,=,,,1e-05,-3.6798537138889458
4ap2,2.8,2012,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
4gms,2.95,2012,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
4g6v,2.64,2012,Kd,21.1,nM,=,,,1e-08,-6.675717544702307
4fao,3.36,2012,Kd,21.64,pM,=,,,1e-11,-9.664742743565467
2lp0,0.0,2012,Kd,22.2,uM,=,,,1e-05,-3.653647025549361
2lvq,0.0,2012,Kd,22.6,uM,=,,,1e-05,-3.645891560852599
4dn4,2.8,2012,Kd,22.0,pM,=,,,1e-11,-9.657577319177793
3swp,4.11,2012,Kd,24.2,nM,=,,,1e-08,-6.616184634019569
3uts,2.71,2012,Kd,278.0,uM,=,,,1e-05,-2.555955204081924
3qwr,3.25,2012,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
3qwq,2.75,2012,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
4ayi,2.31,2012,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
2ypl,2.4,2012,Kd,3.0,uM,=,,,1e-05,-4.522878745280337
4dkf,2.61,2012,Kd,3.1,nM,=,,,1e-08,-7.508638306165727
4etw,2.05,2012,Kd,3.1,uM,=,,,1e-05,-4.508638306165727
4f48,3.0,2012,Kd,3.2,uM,=,,,1e-05,-4.494850021680094
2leh,0.0,2012,Kd,3.3,nM,=,,,1e-08,-7.481486060122113
3u8x,2.0,2012,Kd,3.4,uM,=,,,1e-05,-4.468521082957745
3sjh,1.75,2012,Kd,3.4,uM,=,,,1e-05,-4.468521082957745
3tl8,2.5,2012,Kd,3.5,uM,=,,,1e-05,-4.455931955649724
4e05,2.3,2012,Kd,3.65,nM,=,,,1e-08,-7.437707135543525
4d9q,2.28,2012,Kd,30.0,pM,=,,,1e-11,-9.522878745280337
3sjv,3.1,2012,Kd,31.0,uM,=,,,1e-05,-3.5086383061657274
4dh2,1.75,2012,Kd,32.6,nM,=,,,1e-08,-6.486782399932061
4aye,2.8,2012,Kd,3330.0,nM,=,,,1e-08,-4.47755576649368
2ly4,0.0,2012,Kd,346.0,nM,=,,,1e-08,-5.460923901207224
4h1l,3.3,2012,Kd,38.3,uM,=,,,1e-05,-3.416801226031377
4dge,2.2,2012,Kd,38.5,uM,=,,,1e-05,-3.4145392704914994
4d9r,2.42,2012,Kd,4.0,pM,=,,,1e-11,-10.397940008672037
4g6j,2.03,2012,Kd,4.1,nM,=,,,1e-08,-7.3872161432802645
3uyp,2.0,2012,Kd,4.1,uM,=,,,1e-05,-4.3872161432802645
2y5b,2.7,2012,Kd,4.2,uM,=,,,1e-05,-4.376750709602099
3vg9,2.7,2012,Kd,4.4,nM,=,,,1e-08,-7.356547323513812
4day,3.3,2012,Kd,4.5,nM,=,,,1e-08,-7.346787486224656
4ffz,3.8,2012,Kd,416.0,nM,=,,,1e-08,-5.380906669373257
4a49,2.21,2012,Kd,42.0,uM,=,,,1e-05,-3.3767507096020997
3vfw,2.3,2012,Kd,44.5,uM,=,,,1e-05,-3.3516399890190685
3qi2,2.8,2012,Kd,45.0,nM,=,,,1e-08,-6.346787486224656
3qbv,2.65,2012,Kd,478.0,nM,=,,,1e-08,-5.320572103387881
4hkj,3.0,2012,Kd,480.0,nM,=,,,1e-08,-5.318758762624412
2lp4,0.0,2012,Kd,4.0,mM,=,,,0.01,-1.3979400086720375
2lnk,0.0,2012,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
2lfw,0.0,2012,Kd,5.6,nM,=,,,1e-08,-7.251811972993799
4gh7,2.6,2012,Kd,5.77,nM,=,,,1e-08,-7.238824186844268
4elm,3.48,2012,Kd,5.98,uM,=,,,1e-05,-4.223298816011589
4exp,2.8,2012,Kd,500.0,nM,=,,,1e-08,-5.301029995663981
3tvm,2.8,2012,Kd,51.9,nM,=,,,1e-08,-6.284832642151542
3tu3,1.92,2012,Kd,57.0,nM,=,,,1e-08,-6.2441251443275085
3oun,2.71,2012,Kd,58.0,nM,=,,,1e-08,-6.236572006437063
4a1s,2.1,2012,Kd,5.0,nM,=,,,1e-08,-7.301029995663981
3sqo,2.7,2012,Kd,5.0,pM,=,,,1e-11,-10.301029995663981
4ag2,1.8,2012,Kd,6.2,nM,=,,,1e-08,-7.2076083105017466
4gxu,3.29,2012,Kd,6.2,nM,=,,,1e-08,-7.2076083105017466
3zu7,1.97,2012,Kd,6.6,nM,=,,,1e-08,-7.180456064458132
4f9l,3.14,2012,Kd,66.0,nM,=,,,1e-08,-6.180456064458132
4doh,2.8,2012,Kd,687.0,nM,=,,,1e-08,-5.16304326294045
4did,2.35,2012,Kd,6.0,uM,=,,,1e-05,-4.221848749616356
4ds8,2.21,2012,Kd,7.7,uM,=,,,1e-05,-4.113509274827518
4dtg,1.8,2012,Kd,73.0,pM,=,,,1e-11,-9.136677139879545
3v62,2.9,2012,Kd,79.0,nM,=,,,1e-08,-6.102372908709558
3vfp,1.85,2012,Kd,81.7,uM,=,,,1e-05,-3.0877779434675845
4ayd,2.4,2012,Kd,820.0,nM,=,,,1e-08,-5.086186147616283
2lqh,0.0,2012,Kd,85.0,uM,=,,,1e-05,-3.070581074285707
3vfm,1.9,2012,Kd,89.8,uM,=,,,1e-05,-3.0467236633326955
3uze,2.04,2012,Kd,8.0,nM,=,,,1e-08,-7.096910013008056
4hcp,2.52,2012,Kd,9.4,uM,=,,,1e-05,-4.026872146400302
4dkd,3.0,2012,Kd,94.0,nM,=,,,1e-08,-6.026872146400302
4dj9,2.25,2012,Kd,99.0,nM,=,,,1e-08,-6.00436480540245
3vft,1.95,2012,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
3vfu,1.65,2012,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
3vfo,1.7,2012,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
3vfs,1.85,2012,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
4e41,2.6,2012,Kd,300.0,uM,>,,,1e-05,-2.5228787452803374
4e42,2.7,2012,Kd,300.0,uM,>,,,1e-05,-2.5228787452803374
3ukw,2.1,2012,Kd,0.11,nM,~,,,1e-08,-8.958607314841775
4f0a,3.25,2012,Kd,2.4,uM,~,,,1e-05,-4.619788758288394
4dcn,3.01,2012,Kd,3.3,uM,~,,,1e-05,-4.481486060122112
4dvg,2.6,2012,Kd,3.0,uM,~,,,1e-05,-4.522878745280337
4dzu,2.1,2012,Ki,0.2,nM,<,,,1e-08,-8.698970004336019
3uir,2.78,2012,Ki,0.436,nM,=,,,1e-08,-8.360513510731414
4gi3,1.75,2012,Ki,0.68,nM,=,,,1e-08,-8.167491087293763
3tg1,2.71,2012,Ki,1.01,uM,=,,,1e-05,-4.995678626217357
3v96,1.9,2012,Ki,1.1,nM,=,,,1e-08,-7.958607314841775
4dzv,2.1,2012,Ki,11.0,nM,=,,,1e-08,-6.958607314841775
4dg4,1.4,2012,Ki,2.7,uM,=,,,1e-05,-4.568636235841013
4an7,2.23,2012,Ki,3.2,nM,=,,,1e-08,-7.494850021680094
2yq7,1.9,2012,Ki,35.0,nM,=,,,1e-08,-6.455931955649724
3so3,2.1,2012,Ki,392.0,pM,=,,,1e-11,-8.406713932979542
4g35,2.0,2012,Ki,54.0,nM,=,,,1e-08,-6.267606240177032
3tvj,1.28,2012,Ki,6.0,nM,=,,,1e-08,-7.221848749616356
4hx3,2.7,2012,Ki,6.0,nM,=,,,1e-08,-7.221848749616356
4djz,3.2,2012,Ki,7.0,nM,=,,,1e-08,-7.154901959985743
3w9e,2.3,2013,IC50,3.6,nM,=,,,1e-08,-7.443697499232712
4kvn,3.1,2013,IC50,3.0,nM,=,,,1e-08,-7.522878745280337
4ksd,4.1,2013,IC50,520.0,nM,=,,,1e-08,-5.2839966563652006
4i77,1.9,2013,Kd,0.01,nM,<,,,1e-08,-10.0
4k2u,2.45,2013,Kd,0.0153,nM,=,,,1e-08,-9.8153085691824
2ypv,1.8,2013,Kd,0.03,nM,=,,,1e-08,-9.522878745280337
3wd5,3.1,2013,Kd,0.115,nM,=,,,1e-08,-8.939302159646388
3v6z,3.34,2013,Kd,0.12,uM,=,,,1e-05,-5.920818753952375
3tz1,1.8,2013,Kd,0.141,uM,=,,,1e-05,-5.85078088734462
3w8h,2.43,2013,Kd,0.164,uM,=,,,1e-05,-5.785156151952302
4k0a,2.13,2013,Kd,0.18,nM,=,,,1e-08,-8.744727494896694
4kbb,2.3,2013,Kd,0.18,uM,=,,,1e-05,-5.7447274948966935
4hgk,3.04,2013,Kd,0.19,nM,=,,,1e-08,-8.721246399047171
4gn4,1.86,2013,Kd,0.253,uM,=,,,1e-05,-5.596879478824182
4bpx,3.4,2013,Kd,0.25,uM,=,,,1e-05,-5.6020599913279625
4c4p,2.0,2013,Kd,0.25,uM,=,,,1e-05,-5.6020599913279625
4hff,2.4,2013,Kd,0.269,nM,=,,,1e-08,-8.570247719997592
4hfk,2.1,2013,Kd,0.269,nM,=,,,1e-08,-8.570247719997592
4kt3,1.44,2013,Kd,0.26,nM,=,,,1e-08,-8.585026652029182
4b1y,1.29,2013,Kd,0.27,uM,=,,,1e-05,-5.568636235841012
3zet,2.31,2013,Kd,0.29,uM,=,,,1e-05,-5.5376020021010435
3zeu,1.65,2013,Kd,0.29,uM,=,,,1e-05,-5.5376020021010435
4l67,2.8,2013,Kd,0.32,uM,=,,,1e-05,-5.494850021680094
4hdo,1.67,2013,Kd,0.36,uM,=,,,1e-05,-5.443697499232712
4iyp,2.8,2013,Kd,0.3,uM,=,,,1e-05,-5.522878745280337
4kp3,2.4,2013,Kd,0.3,uM,=,,,1e-05,-5.522878745280337
4ic7,2.6,2013,Kd,0.43,uM,=,,,1e-05,-5.366531544420414
3w2d,3.1,2013,Kd,0.5787,nM,=,,,1e-08,-8.237546517636453
4bqd,2.45,2013,Kd,0.5,nM,=,,,1e-08,-8.301029995663981
4leo,2.64,2013,Kd,0.5,nM,=,,,1e-08,-8.301029995663981
4awx,2.3,2013,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
4k94,2.4,2013,Kd,0.63,nM,=,,,1e-08,-8.200659450546418
4iop,3.2,2013,Kd,0.67,nM,=,,,1e-08,-8.173925197299173
4gur,2.51,2013,Kd,0.68,uM,=,,,1e-05,-5.167491087293763
4bfi,3.22,2013,Kd,0.6,uM,=,,,1e-05,-5.221848749616356
4gu0,3.1,2013,Kd,0.741,uM,=,,,1e-05,-5.130181792020672
4fq0,2.82,2013,Kd,0.87,uM,=,,,1e-05,-5.060480747381382
4lmq,2.77,2013,Kd,0.923,nM,=,,,1e-08,-8.034798298974088
4hdq,1.95,2013,Kd,0.96,uM,=,,,1e-05,-5.017728766960431
4mhh,3.56,2013,Kd,0.9,nM,=,,,1e-08,-8.045757490560675
4c5g,2.1,2013,Kd,1.03,uM,=,,,1e-05,-4.987162775294828
4g9f,1.9,2013,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
4kt5,2.7,2013,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
2ma9,0.0,2013,Kd,1.225,uM,=,,,1e-05,-4.911863911299449
4dx8,2.54,2013,Kd,1.24,uM,=,,,1e-05,-4.906578314837765
4j32,1.8,2013,Kd,1.28,nM,=,,,1e-08,-7.892790030352131
3zkq,1.51,2013,Kd,1.2,nM,=,,,1e-08,-7.920818753952375
4k3j,2.8,2013,Kd,1.2,nM,=,,,1e-08,-7.920818753952375
4i2x,2.48,2013,Kd,1.2,uM,=,,,1e-05,-4.920818753952375
4hh3,1.75,2013,Kd,1.3,uM,=,,,1e-05,-4.886056647693163
4jeu,3.2,2013,Kd,1.4,nM,=,,,1e-08,-7.853871964321762
4jo6,1.75,2013,Kd,1.53,nM,=,,,1e-08,-7.815308569182402
4gko,3.3,2013,Kd,1.5,mM,=,,,0.01,-1.8239087409443189
3vxu,2.7,2013,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
4h2w,1.95,2013,Kd,1.73,uM,=,,,1e-05,-4.761953896871205
4idj,3.36,2013,Kd,1.7,pM,=,,,1e-11,-10.769551078621726
4gaf,2.15,2013,Kd,1.8,pM,=,,,1e-11,-10.744727494896694
4hsa,3.15,2013,Kd,1.9,nM,=,,,1e-08,-7.721246399047171
3vep,2.5,2013,Kd,10.3,uM,=,,,1e-05,-3.9871627752948275
4asw,0.0,2013,Kd,100.0,nM,=,,,1e-08,-6.0
2m04,0.0,2013,Kd,10.0,nM,=,,,1e-08,-7.0
4hem,1.65,2013,Kd,10.0,nM,=,,,1e-08,-7.0
4imy,2.94,2013,Kd,10.0,nM,=,,,1e-08,-7.0
2m49,0.0,2013,Kd,10.0,uM,=,,,1e-05,-4.0
4geh,1.95,2013,Kd,11.7,nM,=,,,1e-08,-6.931814138253839
4i3r,3.0,2013,Kd,11.9,nM,=,,,1e-08,-6.924453038607469
4c99,2.8,2013,Kd,114.0,nM,=,,,1e-08,-5.943095148663527
4h5s,1.7,2013,Kd,12.5,uM,=,,,1e-05,-3.9030899869919438
4may,2.2,2013,Kd,124.0,uM,=,,,1e-05,-2.906578314837765
2m0j,0.0,2013,Kd,12.0,nM,=,,,1e-08,-6.920818753952375
4jeg,2.3,2013,Kd,12.0,nM,=,,,1e-08,-6.920818753952375
2lz6,0.0,2013,Kd,12.0,uM,=,,,1e-05,-3.920818753952375
4llo,2.0,2013,Kd,13.2,uM,=,,,1e-05,-3.87942606879415
4jw3,2.6,2013,Kd,1450.0,nM,=,,,1e-08,-4.838631997765025
4je4,2.31,2013,Kd,14.0,nM,=,,,1e-08,-6.853871964321762
4jzw,1.78,2013,Kd,15.4,pM,=,,,1e-11,-9.812479279163536
4hix,2.2,2013,Kd,151.0,nM,=,,,1e-08,-5.82102305270683
4kgg,2.78,2013,Kd,153.0,nM,=,,,1e-08,-5.815308569182402
4grl,2.86,2013,Kd,154.0,uM,=,,,1e-05,-2.812479279163537
4j6g,2.4,2013,Kd,16.3,nM,=,,,1e-08,-6.787812395596042
4kr0,2.7,2013,Kd,16.7,nM,=,,,1e-08,-6.777283528852417
4hjj,2.1,2013,Kd,160.0,pM,=,,,1e-11,-8.795880017344075
4krp,2.82,2013,Kd,166.0,nM,=,,,1e-08,-5.779891911959945
4hgm,2.34,2013,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
3znz,1.9,2013,Kd,196.0,nM,=,,,1e-08,-5.707743928643524
4ios,2.4,2013,Kd,19.0,nM,=,,,1e-08,-6.721246399047171
4eig,2.5,2013,Kd,1.0,nM,=,,,1e-08,-8.0
4hrl,2.55,2013,Kd,1.0,nM,=,,,1e-08,-8.0
4mhj,6.98,2013,Kd,1.0,nM,=,,,1e-08,-8.0
3w8i,2.4,2013,Kd,2.15,nM,=,,,1e-08,-7.667561540084395
4nm8,4.0,2013,Kd,2.5,nM,=,,,1e-08,-7.6020599913279625
2m86,0.0,2013,Kd,2.6,nM,=,,,1e-08,-7.585026652029182
4glv,2.57,2013,Kd,2.92,nM,=,,,1e-08,-7.534617148551582
4h88,1.9,2013,Kd,2.9,nM,=,,,1e-08,-7.537602002101044
4iu3,1.97,2013,Kd,20.83,nM,=,,,1e-08,-6.681310730052254
4bru,3.24,2013,Kd,200.0,nM,=,,,1e-08,-5.698970004336019
4aoq,2.0,2013,Kd,201.8,nM,=,,,1e-08,-5.695078838099108
4i6l,2.49,2013,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
4jan,3.15,2013,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
4hmy,7.0,2013,Kd,20.0,uM,=,,,1e-05,-3.6989700043360187
4h2s,2.15,2013,Kd,21.5,uM,=,,,1e-05,-3.6675615400843946
4ekc,7.4,2013,Kd,22.0,nM,=,,,1e-08,-6.657577319177793
4ekd,2.71,2013,Kd,22.0,nM,=,,,1e-08,-6.657577319177793
4hj0,3.0,2013,Kd,23.0,nM,=,,,1e-08,-6.638272163982407
4jry,2.8,2013,Kd,25.0,uM,=,,,1e-05,-3.6020599913279625
4kro,3.05,2013,Kd,276.0,nM,=,,,1e-08,-5.559090917934782
4bq6,2.3,2013,Kd,27.0,nM,=,,,1e-08,-6.568636235841013
3wa5,1.9,2013,Kd,28.1,nM,=,,,1e-08,-6.55129368009492
4jgh,3.0,2013,Kd,28.1,nM,=,,,1e-08,-6.55129368009492
4c9b,2.0,2013,Kd,28.4,nM,=,,,1e-08,-6.546681659952962
4jra,2.3,2013,Kd,28.0,nM,=,,,1e-08,-6.552841968657781
4bsr,3.2,2013,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
4hlz,2.9,2013,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
4h3p,2.3,2013,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
3zjy,3.6,2013,Kd,3.0,uM,=,,,1e-05,-4.522878745280337
4ng2,2.41,2013,Kd,3.2,uM,=,,,1e-05,-4.494850021680094
4g01,2.2,2013,Kd,3.4,uM,=,,,1e-05,-4.468521082957745
4geq,2.01,2013,Kd,3.5,uM,=,,,1e-05,-4.455931955649724
4k81,2.4,2013,Kd,3.6,uM,=,,,1e-05,-4.443697499232712
4jrx,2.3,2013,Kd,3.75,uM,=,,,1e-05,-4.425968732272281
4jw2,1.9,2013,Kd,3.7,nM,=,,,1e-08,-7.431798275933005
4bxz,4.8,2013,Kd,3.8,uM,=,,,1e-05,-4.42021640338319
4hep,1.75,2013,Kd,300.0,nM,=,,,1e-08,-5.522878745280337
4ftg,2.51,2013,Kd,30.0,nM,=,,,1e-08,-6.522878745280337
4bj5,3.29,2013,Kd,30.0,uM,=,,,1e-05,-3.5228787452803374
